"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://fonts.googleapis.com/css2?family=Material+Icons&family=Material+Icons+Outlined","text/css; charset=utf-8","200","OK","Indexable","","0","0.044","",""
"https://www.how-ma.com/market_price/areas","text/html; charset=utf-8","200","OK","Indexable","","216","0.073","",""
"https://www.how-ma.com/users/sign_in","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","183","0.037","",""
"https://www.how-ma.com/javascripts/pages_firstview.js?dGQ5bXNy","application/javascript","200","OK","Indexable","","0","0.043","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-45-375x191.png","image/png","200","OK","Indexable","","0","0.023","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-47-1-375x191.png","image/png","200","OK","Indexable","","0","0.026","",""
"https://collab-it.net/","text/html; charset=UTF-8","200","OK","Indexable","","306","0.050","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-46-375x191.png","image/png","200","OK","Indexable","","0","0.059","",""
"https://collab-it.net/privacy/","text/html; charset=UTF-8","200","OK","Indexable","","1","0.172","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-44-375x191.png","image/png","200","OK","Indexable","","0","0.049","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-42-3-375x191.png","image/png","200","OK","Indexable","","0","0.431","",""
"https://www.how-ma.com/mag/category/consultationroom/","text/html; charset=UTF-8","200","OK","Indexable","","76","0.455","",""
"https://www.how-ma.com/mansions/search/福島県","text/html; charset=utf-8","200","OK","Indexable","","9","12.057","",""
"https://secure.gravatar.com/avatar/1263b603e6d50568a7e0e6a8879b1371286745bb4ab024a384320edf61a93bf1?s=96&d=mm&r=g","image/jpeg","200","OK","Indexable","","0","0.009","",""
"https://cdnjs.cloudflare.com/polyfill/v3/polyfill.min.js?version=4.8.0&features=es2022%2Ces2021%2Ces2020%2Ces2019%2Ces2018%2Ces2017%2Ces2016%2Ces2015","text/javascript; charset=UTF-8","200","OK","Indexable","","0","1.043","",""
"https://www.how-ma.com/mag/category/interview/online-selling-interview/","text/html; charset=UTF-8","200","OK","Indexable","","65","0.419","",""
"https://www.how-ma.com/javascripts/fxlx.js?1775459551","application/javascript","200","OK","Indexable","","0","0.079","",""
"https://www.how-ma.com/mag/wp-includes/js/comment-reply.min.js?ver=6.9.4","text/javascript","200","OK","Indexable","","0","0.045","",""
"https://www.how-ma.com/mag/wp-content/uploads/2XiPhone-13-Pro-Max-1.jpeg","image/jpeg","200","OK","Indexable","","0","0.072","",""
"https://www.how-ma.com/mag/wp-content/uploads/interview-online-sell-20220425-1-375x198.jpg","image/jpeg","200","OK","Indexable","","0","0.052","",""
"https://www.how-ma.com/mag/wp-content/uploads/J7K7wACmEf8juuu1602156245_1602156411-375x254.png","image/png","200","OK","Indexable","","0","0.417","",""
"https://www.how-ma.com/mag/sell/interview-online-sell-20220425/","text/html; charset=UTF-8","200","OK","Indexable","","22","0.251","",""
"https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/","text/html; charset=UTF-8","200","OK","Indexable","","11","0.239","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-2-musashino-375x191.png","image/png","200","OK","Indexable","","0","0.459","",""
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-29-2-375x191.png","image/png","200","OK","Indexable","","0","0.273","",""
"https://www.how-ma.com/mag/category/magazine/","text/html; charset=UTF-8","200","OK","Indexable","","85","0.378","",""
"https://www.how-ma.com/javascripts/fxlx.js?1775459555","application/javascript","200","OK","Indexable","","0","0.040","",""
"https://www.how-ma.com/mag/interview/post-11195/","text/html; charset=UTF-8","200","OK","Indexable","","12","0.253","",""
"https://www.how-ma.com/mag/wp-content/uploads/N様-1.jpg","image/jpeg","200","OK","Indexable","","0","0.319","",""
"https://www.how-ma.com/javascripts/fxlx.js?1775459722","application/javascript","200","OK","Indexable","","0","0.069","",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-2/","text/html; charset=UTF-8","200","OK","Indexable","","16","0.225","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","text/html; charset=UTF-8","200","OK","Indexable","","8","0.284","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","text/html; charset=UTF-8","200","OK","Indexable","","8","0.250","",""
"https://www.how-ma.com/_next/image?url=%2Fnext%2Flogo_reform.png&w=384&q=75","image/png","200","OK","Indexable","","0","0.028","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/5/","text/html; charset=UTF-8","200","OK","Indexable","","7","0.418","",""
"https://www.how-ma.com/mag/sell/howto-sumikae","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","34","0.077","",""
